Date,Start Value,Highest Value,Lowest Value,End Value,EMA12,EMA26,MACD,Signal,Judge,Trade,Turning Value,Resistance Value,Chart Flag,
2012-09-21,101.44,102.05,101.25,101.42,101.17075755676751,100.05368011651015,1.1170774402573613,0.9981567814011539,0.1189206588562074,Long,100.70999999999964,0.7100000000003632,0,0,
2012-09-24,101.39,101.39,100.36,100.62,101.08602562495713,100.09562973750938,0.9903958874477468,0.9966046026104725,-0.006208715162725698,Short,102.09000000000076,1.470000000000752,0,0,
2012-09-25,100.62,101.01,100.17,100.35,100.97279091342527,100.11447197917535,0.8583189342499224,0.9689474689383625,-0.11062853468844003,Short,103.16000000000143,2.8100000000014376,0,0,
2012-09-26,100.35,100.45,99.72,100.03,100.8277461575137,100.10821479553272,0.7195313619809838,0.9190642475468866,-0.19953288556590287,Short,104.00000000000203,3.970000000002031,0,0,
2012-09-27,100.01,100.31,99.64,100.18,100.7280929025116,100.11353221808585,0.6145606844257543,0.8581635349226602,-0.2436028504969059,Short,104.36000000000215,4.1800000000021384,0,0,
2012-09-28,100.21,100.62,99.93,100.15,100.63915553289442,100.11623353526468,0.5229219976297372,0.7911152274640756,-0.26819322983433835,Short,104.49000000000223,4.34000000000222,0,0,
2012-10-01,100.16,100.98,99.79,100.5,100.6177469893722,100.14466068080064,0.47308630857155265,0.727509443685571,-0.2544231351140184,Short,104.25000000000192,3.7500000000019185,0,0,
2012-10-02,100.5,101.15,100.47,100.96,100.67040129869955,100.20505618592652,0.46534511277302215,0.6750765775030613,-0.20973146473003912,Short,103.74000000000142,2.7800000000014222,0,0,
2012-10-03,100.95,101.42,100.72,101.29,100.76572417582268,100.2854223943764,0.4803017814462862,0.6361216182917062,-0.15581983684542,Short,103.17000000000097,1.8800000000009618,0,0,
2012-10-04,101.33,102.16,101.28,102.11,100.97253584108073,100.42057629108925,0.55195954999148,0.6192892046316609,-0.06732965464018092,Short,102.33000000000011,0.22000000000011255,0,0,
